"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18348259","27654","1","MANHATTAN","286","286","286","SOUTH STREET","10002","TWO BRIDGES URA (SITE 7)","266","11","1","MANHATTAN","286","SOUTH STREET","10002","12F","12","00245","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE RUBBER GASKET AND REFRIGERATOR   IN THE  KITCHEN  LOCATED AT APT 12F, 12th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","501","N","40.710486","-73.986524","103","1","1003142","1002450001","201","MN0301"
"18348262","27654","1","MANHATTAN","286","286","286","SOUTH STREET","10002","TWO BRIDGES URA (SITE 7)","266","11","1","MANHATTAN","286","SOUTH STREET","10002","12F","12","00245","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 12F, 12th STORY, 1st APARTMENT FROM SOUTH AT WEST","C","11/05/2025","11/05/2025","568","N","40.710486","-73.986524","103","1","1003142","1002450001","201","MN0301"
"18348313","57763","2","BRONX","1150","1150","1162","COLLEGE AVENUE","10456","CLAREMONT REHAB (GROUP 5)","336","16","2","BRONX","1150","COLLEGE AVENUE","10456","2T","2","02434","0018","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE LIFTING VINYL TILE  IN THE  ENTIRE APARTMENT  LOCATED AT APT 2T, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""1156""","B","11/05/2025","11/05/2025","502","N","40.831432","-73.914156","204","16","2002259","2024340018","175","BX0401"
"18348421","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR   IN THE  1st ROOM  FROM EAST AT CENTER LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","502","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18348422","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR   IN THE  1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","502","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18338727","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE  3rd ROOM  FROM NORTH AT CENTER LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ""152""","C","10/28/2025","10/29/2025","617","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18338806","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE           2nd RISER  FROM SOUTH AT WEST WALL IN THE  KITCHEN  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ""152""","A","10/28/2025","10/29/2025","554","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18348423","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR   IN THE  PRIVATE HALLWAY  LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","502","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18339239","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD-PAINT THAT IS XRF TESTED INCONCLUSIVE FOR LEAD CONTENT AT 0.5MG/CM2 AND IS PRESUMED LEAD PAINT AS SET FORTH IN (28 RCNY §11-07(b)) AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE-USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(b)(2)          1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE  KITCHEN  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ""152""","C","10/28/2025","10/29/2025","624","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18339240","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE FOYER ,  THE 3rd ROOM  FROM NORTH AT EAST,  THE 1st ROOM  FROM NORTH AT EAST  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ""152""","A","10/28/2025","10/29/2025","556","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18336665","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING   IN THE  KITCHEN  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","10/31/2025","583","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18441229","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","4D","4","00356","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","C","11/25/2025","11/25/2025","568","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
"18339542","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE TESTED LEAD-BASED PAINT FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES FOR APARTMENT AND MAKE FLOORS SMOOTH AND CLEANABLE, POSITIVE LEAD-BASED PAINT IN AN APARTMENT WITH A CHILD UNDER SIX  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ""152""","C","10/28/2025","10/30/2025","622","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18348424","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR   IN THE  KITCHEN  LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","502","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18348425","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING   IN THE  BATHROOM  LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18348426","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL   IN THE  2nd ROOM  FROM EAST LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18539129","820567","1","MANHATTAN","80","80","94","BARUCH DRIVE","10002","BARUCH","60","15","1","MANHATTAN","90","BARUCH DRIVE","10002","OGB","1","00323","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ. FT AT ALL WALL AND CEILING  IN THE  BATHROOM  LOCATED AT APT OGB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","A","12/30/2025","12/30/2025","550","N","40.717693","-73.978081","103","2","1078033","1003230001","1002","MN0302"
"18539130","820567","1","MANHATTAN","80","80","94","BARUCH DRIVE","10002","BARUCH","60","15","1","MANHATTAN","90","BARUCH DRIVE","10002","OGB","1","00323","0001","§ 27-2026 ADM CODE  REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN  WASTE LINE AT BATHTUB   IN THE  BATHROOM  LOCATED AT APT OGB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","C","12/30/2025","12/30/2025","649","N","40.717693","-73.978081","103","2","1078033","1003230001","1002","MN0302"
"18539131","820567","1","MANHATTAN","80","80","94","BARUCH DRIVE","10002","BARUCH","60","15","1","MANHATTAN","90","BARUCH DRIVE","10002","OGB","1","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING   IN THE  KITCHEN  LOCATED AT APT OGB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","12/30/2025","12/30/2025","508","N","40.717693","-73.978081","103","2","1078033","1003230001","1002","MN0302"
"18729741","942630","1","MANHATTAN","405","405","437","EAST 92 STREET","10128","HOLMES TOWERS","159","5","1","MANHATTAN","405","EAST 92ND STREET","10128","23F","23","01573","0020","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND NORTH WALL  IN THE  KITCHEN  LOCATED AT APT 23F, 23rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","A","03/23/2026","03/23/2026","508","N","40.780625","-73.946405","108","8","1085246","1015730020","152","MN0803"
"18729742","942630","1","MANHATTAN","405","405","437","EAST 92 STREET","10128","HOLMES TOWERS","159","5","1","MANHATTAN","405","EAST 92ND STREET","10128","23F","23","01573","0020","§ 27-2005 HMC: REFIT… DOORS AT BASE CABINET AT SINK  IN THE  KITCHEN  LOCATED AT APT 23F, 23rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","A","03/23/2026","03/23/2026","529","N","40.780625","-73.946405","108","8","1085246","1015730020","152","MN0803"
"18351643","10871","1","MANHATTAN","620","620","642","EAST 5 STREET","10009","LOWER EAST SIDE II","337","50","1","MANHATTAN","640","EAST 5TH STREET","10009","3A","3","00387","0020","§ 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING VINYL FLOOR TILES   IN THE  7th ROOM  FROM EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","B","11/07/2025","11/10/2025","506","N","40.723485","-73.981114","103","2","1075625","1003870020","2601","MN0303"
"18351646","10871","1","MANHATTAN","620","620","642","EAST 5 STREET","10009","LOWER EAST SIDE II","337","50","1","MANHATTAN","640","EAST 5TH STREET","10009",,"2","00387","0020","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING  AT PUBLIC HALL, 2nd STORY","B","11/07/2025","11/10/2025","502","N","40.723485","-73.981114","103","2","1075625","1003870020","2601","MN0303"
"18729743","942630","1","MANHATTAN","405","405","437","EAST 92 STREET","10128","HOLMES TOWERS","159","5","1","MANHATTAN","405","EAST 92ND STREET","10128","23F","23","01573","0020","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR SOUTH AND WEST WALLS  IN THE  BATHROOM  LOCATED AT APT 23F, 23rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","A","03/23/2026","03/23/2026","508","N","40.780625","-73.946405","108","8","1085246","1015730020","152","MN0803"
"18658789","809683","3","BROOKLYN","220","220","220","THROOP AVENUE","11206","TOMPKINS","131","5","3","BROOKLYN","220","THROOP AVENUE","11206","3A","3","01740","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK AT DOOR  IN THE  ENTRANCE  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST","C","02/20/2026","02/20/2026","501","N","40.696568","-73.943638","303","36","3324251","3017400001","25902","BK0301"
"18974166","820562","1","MANHATTAN","595","595","605","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","2","1","MANHATTAN","595","FDR DRIVE","10002","5B","5","00323","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING   IN THE  KITCHEN  LOCATED AT APT 5B, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST","B","06/02/2026","06/04/2026","583","N","40.718145","-73.975253","103","2","1078027","1003230001","1002","MN0302"
"18498117","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING, NORTH AND WEST WALLS  IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","508","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18348698","196370","3","BROOKLYN","30","30","30","AVENUE V","11223","MARLBORO","83","2","3","BROOKLYN","30","AVENUE V","11223","13G","13","07137","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/05/2025","11/06/2025","508","N","40.593674","-73.983491","313","47","3322143","3071370001","382","BK1301"
"18334545","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","569","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18336669","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WALL TILES AT WEST, NORTH AND EAST WALLS   IN THE  BATHROOM  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","11/03/2025","502","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18336670","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL AND CEILING  IN THE  BATHROOM  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","11/03/2025","508","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18336673","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING   IN THE  BATHROOM  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","11/03/2025","583","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18336674","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION  WASTE LINE AT SINK  IN THE  KITCHEN  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","11/03/2025","598","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18336668","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN PANTRY   IN THE  1st PRIVATE HALLWAY  FROM NORTH LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","B","10/31/2025","10/31/2025","583","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18348708","196370","3","BROOKLYN","30","30","30","AVENUE V","11223","MARLBORO","83","2","3","BROOKLYN","30","AVENUE V","11223","13G","13","07137","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/05/2025","11/06/2025","508","N","40.593674","-73.983491","313","47","3322143","3071370001","382","BK1301"
"18348709","196370","3","BROOKLYN","30","30","30","AVENUE V","11223","MARLBORO","83","2","3","BROOKLYN","30","AVENUE V","11223","13G","13","07137","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE SPRING BALANCE AT LOWER WINDOW SASH.  IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","11/05/2025","11/06/2025","501","N","40.593674","-73.983491","313","47","3322143","3071370001","382","BK1301"
"18356855","804215","1","MANHATTAN","870","870","880","COLUMBUS AVENUE","10025","DOUGLASS I","82","11","1","MANHATTAN","870","COLUMBUS AVENUE","10025","10A","10","01855","0001","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRICAL WIRE AT CEILING   IN THE  PRIVATE HALLWAY  LOCATED AT APT 10A, 10th STORY, 2nd APARTMENT FROM WEST AT NORTH","B","11/10/2025","11/12/2025","689","N","40.797347","-73.964269","107","7","1079388","1018550001","189","MN0703"
"18356857","804215","1","MANHATTAN","870","870","880","COLUMBUS AVENUE","10025","DOUGLASS I","82","11","1","MANHATTAN","870","COLUMBUS AVENUE","10025","10A","10","01855","0001","§ 27-2005 HMC: REFIT… THE 2ND CLOSET DOOR FROM SOUTH AT WEST WALL   IN THE  PRIVATE HALLWAY  LOCATED AT APT 10A, 10th STORY, 2nd APARTMENT FROM WEST AT NORTH","B","11/10/2025","11/12/2025","529","N","40.797347","-73.964269","107","7","1079388","1018550001","189","MN0703"
"18336675","804077","1","MANHATTAN","50","50","54","AVENUE D","10009","WALD","23","4","1","MANHATTAN","50","AVENUE D","10009","5C","5","00356","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 5C, 5th STORY, 4th APARTMENT FROM WEST AT NORTH","C","10/31/2025","10/31/2025","568","N","40.721675","-73.977485","103","2","1078049","1003560001","20","MN0303"
"18600779","955079","1","MANHATTAN","70","70","88","EAST 108 STREET","10029","LEHMAN VILLAGE","101","4","1","MANHATTAN","70","EAST 108TH STREET","10029","20E","20","01613","0023","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE  1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 20E, 20th STORY, 3rd APARTMENT FROM NORTH AT EAST","B","01/28/2026","01/28/2026","508","N","40.794429","-73.947434","111","8","1078858","1016130023","17401","MN1101"
"18710436","807998","3","BROOKLYN","452","452","464","COLUMBIA STREET","11231","RED HOOK WEST","79","73","3","BROOKLYN","464","COLUMBIA STREET","11231","4B","4","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH AND WEST WALL   IN THE  BATHROOM  LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","03/14/2026","03/15/2026","508","N","40.676111","-74.007012","306","38","3326976","3005330001","85","BK0601"
"18393670","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","7C","7","00356","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST AND WEST WALLS  IN THE  2nd ROOM  FROM NORTH LOCATED AT APT 7C, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/20/2025","11/23/2025","508","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
"18393673","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","7C","7","00356","0001","§ 27-2005 HMC: REFIT… DOOR TO CLOSET AT WEST WALL  IN THE  2nd ROOM  FROM NORTH LOCATED AT APT 7C, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/20/2025","11/23/2025","529","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
