"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18441729","804987","1","MANHATTAN","70","70","70","LENOX AVENUE","10026","KING TOWERS","30","5","1","MANHATTAN","70","LENOX AVENUE","10026","3C","3","01596","0001","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING   IN THE  BATHROOM  LOCATED AT APT 3C, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","A","11/25/2025","11/25/2025","556","N","40.800288","-73.95094","110","9","1083314","1015960001","186","MN1001"
"18441731","804987","1","MANHATTAN","70","70","70","LENOX AVENUE","10026","KING TOWERS","30","5","1","MANHATTAN","70","LENOX AVENUE","10026","3C","3","01596","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL   IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 3C, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","B","11/25/2025","11/25/2025","508","N","40.800288","-73.95094","110","9","1083314","1015960001","186","MN1001"
"18441732","804987","1","MANHATTAN","70","70","70","LENOX AVENUE","10026","KING TOWERS","30","5","1","MANHATTAN","70","LENOX AVENUE","10026","3C","3","01596","0001","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT WEST WALL   IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 3C, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH","A","11/25/2025","11/25/2025","556","N","40.800288","-73.95094","110","9","1083314","1015960001","186","MN1001"
"18441792","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","14C","14","01640","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS  IN THE  1st ROOM  FROM NORTH AT WEST LOCATED AT APT 14C, 14th STORY, 1st APARTMENT FROM WEST AT NORTH","B","11/25/2025","11/25/2025","508","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18376704","809271","3","BROOKLYN","135","135","135","RICHARDS STREET","11231","RED HOOK WEST","79","90","3","BROOKLYN","80","DWIGHT STREET","11231","7D","7","00557","0001","§ 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE PLASTIC COMPOSITE FLOOR AND WALL COVERING AT THE SHOWER STALL  IN THE  BATHROOM  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","11/17/2025","11/26/2025","596","N","40.677201","-74.010351","306","38","3323704","3005570001","85","BK0601"
"18498105","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE  FOYER  LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","508","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18498106","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT OF MOLD AT THE EAST WALL  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","A","12/11/2025","12/12/2025","550","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18498109","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, NORTH, AND EAST WALLS  IN THE  KITCHEN  LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","508","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18662273","972853","1","MANHATTAN","3150","3140","3150","BROADWAY","10027","GRANT","87","2","1","MANHATTAN","3150","BROADWAY","10027","11E","11","01980","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  BATHROOM  LOCATED AT APT 11E, 11th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","02/24/2026","02/26/2026","508","N","40.814239","-73.959336","109","7","1084117","1019800001","211","MN0901"
"18477088","804624","1","MANHATTAN","435","435","455","EAST 102 STREET","10029","EAST RIVER","9","29","1","MANHATTAN","455","EAST 102 STREET","10029","5B","5","01696","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND SOUTH WALL   IN THE  BATHROOM  LOCATED AT APT 5B, 5th STORY, 3rd APARTMENT FROM SOUTH AT WEST","B","12/02/2025","12/10/2025","583","N","40.786603","-73.940821","111","8","1083942","1016960001","162","MN1101"
"18348190","807880","3","BROOKLYN","486","484","486","COLUMBIA STREET","11231","RED HOOK WEST","79","82","3","BROOKLYN","30","BUSH STREET","11231","5D","5","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING   IN THE  KITCHEN  LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","508","N","40.675159","-74.007466","306","38","3326978","3005330001","85","BK0601"
"18376495","811167","4","QUEENS","1-25","1-25","1-25","ASTORIA BOULEVARD","11102","ASTORIA","26","9","4","QUEENS","1-25","ASTORIA BOULEVARD","11102","4A","4","00490","0101","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL   IN THE  1st ROOM  FROM NORTH LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM EAST AT SOUTH","B","11/17/2025","11/17/2025","508","N","40.773857","-73.936395","401","22","4430786","4004900101","87","QN0102"
"18376498","811167","4","QUEENS","1-25","1-25","1-25","ASTORIA BOULEVARD","11102","ASTORIA","26","9","4","QUEENS","1-25","ASTORIA BOULEVARD","11102","4A","4","00490","0101","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK SOUTH WALL   IN THE  BATHROOM  LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM EAST AT SOUTH","B","11/17/2025","11/17/2025","583","N","40.773857","-73.936395","401","22","4430786","4004900101","87","QN0102"
"18429271","820572","1","MANHATTAN","296","296","300","DELANCEY STREET","10002","BARUCH","60","24","1","MANHATTAN","298","DELANCEY STREET","10002","5A","5","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING  IN THE  KITCHEN  LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM WEST AT NORTH","B","11/24/2025","11/25/2025","508","N","40.715709","-73.979168","103","2","1078037","1003230001","1002","MN0302"
"18441227","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","4D","4","00356","0001","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING  IN THE  1st ROOM  FROM NORTH LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","A","11/25/2025","11/25/2025","556","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
"18441228","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","4D","4","00356","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE  KITCHEN  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","11/25/2025","11/25/2025","502","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
"18441791","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","14C","14","01640","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 14C, 14th STORY, 1st APARTMENT FROM WEST AT NORTH","C","11/25/2025","11/25/2025","568","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18441793","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","14C","14","01640","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND EAST WALL  IN THE  2nd ROOM  FROM NORTH LOCATED AT APT 14C, 14th STORY, 1st APARTMENT FROM WEST AT NORTH","B","11/25/2025","11/25/2025","508","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18441795","805199","1","MANHATTAN","1591","1591","1591","PARK AVENUE","10029","JOHNSON","17","2","1","MANHATTAN","1591","PARK AVENUE","10029","14C","14","01640","0001","§ 27-2039 ADM CODE  PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION AT CEILING  IN THE  KITCHEN  LOCATED AT APT 14C, 14th STORY, 1st APARTMENT FROM WEST AT NORTH","B","11/25/2025","11/25/2025","683","N","40.797743","-73.944368","111","8","1079199","1016400001","182","MN1102"
"18393675","804281","1","MANHATTAN","920","920","930","EAST 6 STREET","10009","WALD","23","10","1","MANHATTAN","920","EAST 6 STREET","10009","7C","7","00356","0001","§ 27-2045(B)(1)(B) HMC, § 12-06, § 12-07, § 12-09 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES MISSING  IN THE  ENTIRE APARTMENT  LOCATED AT APT 7C, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","11/20/2025","11/23/2025","1503","N","40.72193","-73.975573","103","2","1078052","1003560001","20","MN0303"
"18502445","803944","1","MANHATTAN","119","105","119","9 AVENUE","10011","FULTON","136","7","1","MANHATTAN","121","9TH AVENUE","10011","5D","5","00715","0010","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE THE ENTRANCE DOOR   IN THE  1st ROOM  FROM NORTH AT WEST LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ""SECTION117""","B","12/12/2025","12/14/2025","501","N","40.743172","-74.00376","104","3","1078418","1007150010","83","MN0401"
"18498110","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING, NORTH, WEST AND SOUTH WALLS  IN THE  1st ROOM  FROM NORTH AT WEST LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","508","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18498112","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE WEST WALL  IN THE  1st ROOM  FROM NORTH AT WEST LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","583","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18498115","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND EAST WALL  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","508","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18498116","807681","3","BROOKLYN","2334","2334","2336","BATCHELDER STREET","11229","SHEEPSHEAD BAY","36","14","3","BROOKLYN","2334","BATCHELDER STREET","11229","6A","6","07405","1001","§ 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT THE CEILING  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 6A, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH","B","12/11/2025","12/12/2025","507","N","40.595511","-73.938059","315","46","3344552","3074051001","572","BK1503"
"18510360","807002","2","BRONX","595","595","595","TRINITY AVENUE","10455","SAINT MARY'S PARK","93","2","2","BRONX","595","TRINITY AVENUE","10455","13G","13","02623","0135","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR INSIDE CLOSET AT NORTH WALL  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 13G, 13th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","12/16/2025","12/16/2025","508","N","40.81487","-73.909517","201","8","2091317","2026230135","73","BX0102"
"18479146","379743","3","BROOKLYN","2201","2201","2229","SURF AVENUE","11224","CAREY GARDENS","166","2","3","BROOKLYN","2945","WEST 23RD STREET","11224","4J","4","07057","0012","§ 27-2045(B)(1)(A) HMC, § 12-01, § 12-03 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS  . MISSING   IN THE  ENTIRE APARTMENT  LOCATED AT APT 4J, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST","B","12/03/2025","12/07/2025","702","N","40.57426","-73.988841","313","47","3189543","3070570012","326","BK1302"
"18334536","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","B","10/30/2025","10/30/2025","508","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18479147","379743","3","BROOKLYN","2201","2201","2229","SURF AVENUE","11224","CAREY GARDENS","166","2","3","BROOKLYN","2945","WEST 23RD STREET","11224","4J","4","07057","0012","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING   IN THE  1st ROOM  FROM NORTH LOCATED AT APT 4J, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST","B","12/03/2025","12/07/2025","508","N","40.57426","-73.988841","313","47","3189543","3070570012","326","BK1302"
"18334537","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE CRACKED, CORRODED, RUSTY, DAMAGED BEYOND REPAIR RADIATOR , AT WEST WALL  IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","501","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334538","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING   IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","508","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334539","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 30 SQ. FT. GREATER THAN 10 SQ. FT MOLD INSIDE THE CLOSET AT SOUTH WALL AND CEILING  IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","B","10/30/2025","10/30/2025","550","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334540","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK BEHIND WALL AT WEST WALL  IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","B","10/30/2025","10/30/2025","583","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334541","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT ALL WALLS AND CEILING  IN THE  2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","B","10/30/2025","10/30/2025","508","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334542","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE DEFECTIVE LOWER SASH SPRING BALANCE AT TWO WINDOWS AT EAST WALL   IN THE  2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","501","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334543","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 ADM CODE  PROVIDE LOWER SASH WINDOW AT 2ND WINDOW FROM NORTH AT EAST WALL  IN THE  2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","504","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334544","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING  IN THE  1st ROOM  FROM NORTH LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","508","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18334546","806882","2","BRONX","2280","2280","2280","RANDALL AVENUE","10473","CASTLE HILL","80","12","2","BRONX","2280","RANDALL AVENUE","10473","8G","8","03537","0001","567 (C) § 27-2017, 27-2017.1, 27-2017.4, 27-2017.5,  27-2017.8, 27-2019, 27-2021 HMC: ABATE THE NUISANCE CONSISTING OF EVIDENCE OF RATS AND ALL UNDERLYING CAUSES CREATING THE PEST INFESTATIONS, BY USING INTEGRATED PEST MANAGEMENT (IPM), ELIMINATE ALL BURROW ENTRY AND PASSAGEWAYS, PEST NESTS, HOLES, GAPS OR CRACKS IN WALLS, CEILINGS, FLOORS, FIXING LEAKS AND MANAGING GARBAGE IN PUBLIC AREAS. EVIDENCE FOUND AT  EVIDENCE OF DROPPINGS   IN THE  ENTIRE APARTMENT  LOCATED AT APT 8G, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""NORTH""","C","10/30/2025","10/30/2025","567","N","40.819339","-73.845573","209","18","2092636","2035370001","90","BX0903"
"18348191","807880","3","BROOKLYN","486","484","486","COLUMBIA STREET","11231","RED HOOK WEST","79","82","3","BROOKLYN","30","BUSH STREET","11231","5D","5","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND EAST WALL   IN THE  1st ROOM  FROM EAST AT CENTER LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM NORTH AT EAST","B","11/05/2025","11/05/2025","508","N","40.675159","-74.007466","306","38","3326978","3005330001","85","BK0601"
"18348215","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","502","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348216","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING   IN THE  1st ROOM  FROM NORTH LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","C","11/05/2025","11/05/2025","583","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348217","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL LIGHT FIXTURE AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","501","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348218","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL   IN THE  BATHROOM  LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","508","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348219","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR APPROXIMATELY 3 SQ.FT UNKEYED PLASTER AT CEILING   IN THE  BATHROOM  LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","C","11/05/2025","11/05/2025","508","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348220","806741","2","BRONX","535","535","535","HAVEMEYER AVENUE","10473","CASTLE HILL","80","14","2","BRONX","535","HAVEMEYER AVENUE","10473","8H","8","03537","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE UPPER WINDOW SASH CRACKED GLASS PANE   IN THE  KITCHEN  LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","501","N","40.818089","-73.844673","209","18","2092635","2035370001","90","BX0903"
"18348256","27654","1","MANHATTAN","286","286","286","SOUTH STREET","10002","TWO BRIDGES URA (SITE 7)","266","11","1","MANHATTAN","286","SOUTH STREET","10002","12F","12","00245","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE UPPER WINDOW SASH COUNTER BALANCE AT WINDOW AT WEST WALL  IN THE  5th ROOM  FROM NORTH LOCATED AT APT 12F, 12th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","501","N","40.710486","-73.986524","103","1","1003142","1002450001","201","MN0301"
"18348257","27654","1","MANHATTAN","286","286","286","SOUTH STREET","10002","TWO BRIDGES URA (SITE 7)","266","11","1","MANHATTAN","286","SOUTH STREET","10002","12F","12","00245","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST AND WEST WALLS AND CEILING  IN THE  BATHROOM  LOCATED AT APT 12F, 12th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/05/2025","508","N","40.710486","-73.986524","103","1","1003142","1002450001","201","MN0301"
